institute_short,program_name,program_duration,degree_short,quota,pool,category,is_preparatory,opening_rank,closing_rank
IIT-Kanpur,Mathematics and Scientific Computing,4 Years,BSc,AI,Gender-Neutral,GEN-EWS,0,95,220
NIT-Warangal,Civil Engineering,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL-PWD,0,95,95
IIT-Kanpur,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN,0,95,239
NIT-Kurukshetra,Computer Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC-PWD,0,95,106
NIT-Warangal,Electrical and Electronics Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-PWD,0,95,95
IIT-Madras,Chemical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,1,95,95
IIT-Kharagpur,Biotechnology and Biochemical Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,96,96
NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,OS,Female-Only,ST,0,96,552
IIT-Gandhinagar,Materials Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,ST,0,96,1146
NIT-Jaipur,Architecture,5 Years,B.Arch,OS,Female-Only,ST,0,96,186
IIT-Madras,Computer Science and Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,OBC-NCL,0,96,153
NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC-PWD,0,96,96
IIT-Delhi,Mathematics and Computing,4 Years,B.Tech,AI,Gender-Neutral,GEN,0,97,397
NIT-Bhopal,Planning,4 Years,B.Plan,HS,Gender-Neutral,SC,0,97,469
IIT-Kharagpur,Mathematics and Computing,5 Years,Int MSc.,AI,Gender-Neutral,GEN-EWS,0,97,310
IIT-Roorkee,Civil Engineering,4 Years,B.Tech,AI,Gender-Neutral,ST,0,97,363
IIT-Hyderabad,Civil Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,1,97,97
NIT-Calicut,Architecture,5 Years,B.Arch,OS,Gender-Neutral,OBC-NCL,0,97,804
NIT-Kurukshetra,Information Technology,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS-PWD,0,97,97
IIT-Roorkee,Electrical Engineering,4 Years,B.Tech,AI,Female-Only,GEN-PWD,0,98,98
IIT-Bhubaneswar,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,SC,0,98,610
IIT-Delhi,Mathematics and Computing,4 Years,B.Tech,AI,Female-Only,ST,0,98,437
IIT-Indore,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,98,151
NIT-Allahabad,Computer Science and Engineering,4 Years,B.Tech,HS,Female-Only,GEN-PWD,0,98,375
IIT-Madras,Naval Architecture and Ocean Engineering,4 Years,B.Tech,AI,Gender-Neutral,ST,1,98,169
NIT-Calicut,Architecture,5 Years,B.Arch,OS,Female-Only,GEN,0,99,856
NIT-Allahabad,Electronics and Communication Engineering,4 Years,B.Tech,OS,Gender-Neutral,ST,0,99,1003
NIT-Jaipur,Architecture,5 Years,B.Arch,HS,Female-Only,ST,0,99,408
NIT-Hamirpur,Electrical Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC-PWD,0,99,99
IIT-Kharagpur,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,SC,0,99,458
IIT-Bombay,Aerospace Engineering,4 Years,B.Tech,AI,Female-Only,ST,0,99,887
IIT-Hyderabad,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL,0,99,430
IIT-Bombay,Electrical Engineering,4 Years,B.Tech,AI,Female-Only,OBC-NCL,0,100,1005
NIT-Karnataka-Surathkal,Civil Engineering,4 Years,B.Tech,OS,Gender-Neutral,ST,0,100,506
IIT-Delhi,Biotechnology and Biochemical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,1,100,100
IIT-Roorkee,Geophysical Technology,5 Years,Int M.Tech,AI,Gender-Neutral,ST,0,101,1130
NIT-Bhopal,Electronics and Communication Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC-PWD,0,101,101
NIT-Nagpur,Civil Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC-PWD,0,101,101
NIT-Raipur,Architecture,5 Years,B.Arch,OS,Gender-Neutral,ST,0,101,271
IIT-Kharagpur,Metallurgical and Materials Engineering,4 Years,B.Tech,AI,Female-Only,ST,1,102,171
IIT-Delhi,Textile Technology,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,102,193
NIT-Warangal,Chemical Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-EWS-PWD,0,102,102
IIT-Delhi,Chemical Engineering,4 Years,B.Tech,AI,Gender-Neutral,ST,0,102,473
IIT-(BHU) Varanasi,Mining Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,ST,1,102,633
IIT-Madras,Electrical Engineering,4 Years,B.Tech,AI,Female-Only,ST,0,103,418
IIT-(BHU) Varanasi,Electronics Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,1,103,121
NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS,0,103,248
IIT-Kanpur,Aerospace Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,103,160
IIT-Gandhinagar,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-EWS,0,103,216
IIT-Bombay,Electrical Engineering with M.Tech. in Communications and Signal Processing,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,SC,0,103,252
IIT-Kharagpur,Architecture,5 Years,B.Arch,AI,Gender-Neutral,GEN-PWD,0,104,104
IIT-Bombay,Mechanical Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL,0,104,768
NIT-Patna,Architecture,5 Years,B.Arch,OS,Gender-Neutral,ST,0,104,290
NIT-Jaipur,Architecture,5 Years,B.Arch,OS,Gender-Neutral,GEN-EWS,0,104,607
IIT-Madras,Civil Engineering,4 Years,B.Tech,AI,Female-Only,GEN-PWD,0,104,104
NIT-Jaipur,Computer Science and Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL-PWD,0,105,137
IIT-Kharagpur,Ocean Engineering and Naval Architecture,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,105,105
NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC-PWD,0,105,105
IIT-Kanpur,Biological Sciences and Bioengineering,4 Years,B.Tech,AI,Gender-Neutral,ST,1,105,640
NIT-Allahabad,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC-PWD,0,105,105
IIT-Mandi,Computer Science and Engineering,4 Years,B.Tech,AI,Female-Only,GEN-PWD,0,105,105
NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS-PWD,0,105,105
NIT-Warangal,Civil Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS-PWD,0,106,106
NIT-Bhopal,Architecture,5 Years,B.Arch,OS,Gender-Neutral,GEN-EWS,0,106,502
IIT-Guwahati,Civil Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,106,184
NIT-Allahabad,Information Technology,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL-PWD,0,106,106
NIT-Warangal,Civil Engineering,4 Years,B.Tech,HS,Gender-Neutral,ST,0,106,676
NIT-Allahabad,Information Technology,4 Years,B.Tech,OS,Gender-Neutral,GEN-PWD,0,106,194
NIT-Karnataka-Surathkal,Electronics and Communication Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC-PWD,0,106,106
NIT-Warangal,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL-PWD,0,107,309
NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,OS,Gender-Neutral,SC-PWD,0,107,107
NIT-Tiruchirappalli,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC,0,107,842
IIT-Guwahati,Electronics and Communication Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-EWS,0,107,286
NIT-Nagpur,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-PWD,0,107,107
IIT-Bombay,Engineering Physics,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL,0,107,1667
NIT-Rourkela,Electronics and Communication Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-PWD,0,107,903
IIT-Patna,Artificial Intelligence and Data Science,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,108,108
IIT-Madras,Aerospace Engineering,4 Years,B.Tech,AI,Gender-Neutral,SC,0,108,1068
NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL-PWD,0,108,232
IIT-(ISM) Dhanbad,Electronics and Instrumentation Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,108,237
IIT-(ISM) Dhanbad,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,1,108,135
NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-PWD,0,109,276
IIT-Bhubaneswar,Mechanical Engineering and M. Tech. in Mechanical System Design,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN-PWD,0,109,109
IIT-(BHU) Varanasi,Mathematics and Computing,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN-EWS,0,109,293
NIT-Warangal,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS-PWD,0,109,109
NIT-Warangal,Electronics and Communication Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-PWD,0,109,116
IIT-Roorkee,Computer Science and Engineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,109,278
IIT-Ropar,Chemical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,109,109
IIT-(BHU) Varanasi,Electrical Engineering with M.Tech. in Power Electronics,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN-PWD,0,109,114
IIT-Kharagpur,Aerospace Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,110,124
IIT-Tirupati,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,1,110,257
NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL-PWD,0,110,315
IIT-Bombay,Chemistry,4 Years,BSc,AI,Gender-Neutral,OBC-NCL-PWD,0,110,110
NIT-Bhopal,Architecture,5 Years,B.Arch,HS,Gender-Neutral,SC,0,111,2595
IIT-Indore,Civil Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,111,111
IIT-Kanpur,Computer Science and Engineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,112,263
NIT-Warangal,Computer Science and Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-PWD,0,112,112
IIT-Bhilai,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,112,167
IIT-Delhi,Electrical Engineering,4 Years,B.Tech,AI,Female-Only,SC,0,112,712
IIT-Indore,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-EWS,0,112,147
IIT-Tirupati,Computer Science and Engineering,4 Years,B.Tech,AI,Female-Only,GEN-PWD,1,113,114
NIT-Allahabad,Civil Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS-PWD,0,113,183
NIT-Raipur,Architecture,5 Years,B.Arch,OS,Gender-Neutral,SC,0,113,681
NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,HS,Female-Only,OBC-NCL-PWD,0,113,113
NIT-Warangal,Electronics and Communication Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-PWD,0,113,132
IIT-Hyderabad,Computer Science and Engineering,4 Years,B.Tech,AI,Female-Only,ST,0,113,225
IIT-Bombay,Electrical Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,ST,0,113,745
NIT-Kurukshetra,Computer Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL-PWD,0,113,494
IIT-Guwahati,Chemical Science and Technology,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,114,114
IIT-Roorkee,Metallurgical and Materials Engineering,4 Years,B.Tech,AI,Female-Only,ST,1,114,825
IIT-Hyderabad,Computer Science and Engineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,114,267
NIT-Bhopal,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL-PWD,0,114,193
NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,HS,Female-Only,GEN-PWD,0,114,840
IIT-Patna,Civil Engineering,4 Years,B.Tech,AI,Female-Only,ST,1,114,411
NIT-Bhopal,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-PWD,0,114,252
IIT-Kharagpur,Electronics and Electrical Communication Engineering with M.Tech. in anyof the listed specializations,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN-PWD,0,115,115
IIT-Bombay,Civil Engineering,4 Years,B.Tech,AI,Female-Only,ST,0,115,617
IIT-Roorkee,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-EWS,0,115,339
NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL-PWD,0,115,126
IIT-Tirupati,Mechanical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,1,116,116
NIT-Jaipur,Architecture,5 Years,B.Arch,HS,Gender-Neutral,ST,0,116,1015
NIT-Kurukshetra,Information Technology,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL-PWD,0,116,128
NIT-Bhopal,Architecture,5 Years,B.Arch,OS,Female-Only,GEN-EWS,0,116,282
IIT-Delhi,Production and Industrial Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,116,174
NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL-PWD,0,117,857
IIT-Jodhpur,Computer Science and Engineering,4 Years,B.Tech,AI,Female-Only,GEN-PWD,1,117,117
NIT-Calicut,Architecture,5 Years,B.Arch,HS,Gender-Neutral,OBC-NCL,0,117,693
NIT-Calicut,Architecture,5 Years,B.Arch,HS,Female-Only,OBC-NCL,0,118,496
IIT-(BHU) Varanasi,Mining Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,ST,0,118,1046
NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL-PWD,0,118,173
IIT-Ropar,Chemical Engineering,4 Years,B.Tech,AI,Gender-Neutral,ST,1,118,118
IIT-Delhi,Electrical Engineering - Power and Automation,4 Years,B.Tech,AI,Gender-Neutral,SC,0,118,348
NIT-Warangal,Electrical and Electronics Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-PWD,0,118,118
NIT-Rourkela,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS-PWD,0,119,146
IIT-Madras,Engineering Design,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,SC,0,119,1854
NIT-Jalandhar,Computer Science and Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC-PWD,0,119,119
IIT-Hyderabad,Biotechnology and Bioinformatics,4 Years,B.Tech,AI,Gender-Neutral,ST,1,119,119
IIT-Kharagpur,Agricultural and Food Engineering with M.Tech. in any of the listed specializations,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,ST,0,119,1125
IIT-Roorkee,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,SC,0,119,562
IIT-Madras,Computer Science and Engineering,4 Years,B.Tech,AI,Female-Only,SC,0,119,244
IIT-Mandi,Data Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,1,119,145
IIT-(ISM) Dhanbad,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,ST,0,119,563
IIT-Bhubaneswar,Civil Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,1,119,254
IIT-Delhi,Electrical Engineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,120,450
NIT-Andhra-Pradesh,Civil Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC-PWD,0,120,120
NIT-Hamirpur,Electronics and Communication Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS-PWD,0,120,120
IIT-Roorkee,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL,0,120,230
NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL-PWD,0,120,235
NIT-Tiruchirappalli,Instrumentation and Control Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC-PWD,0,120,120
IIT-(BHU) Varanasi,Mining Engineering,4 Years,B.Tech,AI,Gender-Neutral,ST,0,120,1115
NIT-Tiruchirappalli,Architecture,5 Years,B.Arch,OS,Gender-Neutral,GEN,0,121,1075
IIT-(ISM) Dhanbad,Mineral and Metallurgical Engineering,4 Years,B.Tech,AI,Gender-Neutral,ST,1,121,715
NIT-Nagpur,Architecture,5 Years,B.Arch,HS,Gender-Neutral,SC,0,121,224
NIT-Allahabad,Information Technology,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL-PWD,0,121,238
NIT-Jaipur,Electrical Engineering,4 Years,B.Tech,HS,Gender-Neutral,ST,0,121,463
NIT-Durgapur,Electronics and Communication Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL-PWD,0,122,122
IIT-Mandi,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,ST,0,122,555
IIT-Delhi,Electrical Engineering in Power and Automation,4 Years,B.Tech,AI,Gender-Neutral,GEN-EWS,0,122,177
IIT-(ISM) Dhanbad,Mathematics and Computing,5 Years,Int M.Tech,AI,Gender-Neutral,GEN-PWD,1,122,122
IIT-Bombay,Mechanical Engineering and M.Tech. in Computer IntegratedManufacturing,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN-EWS,0,122,122
IIT-Roorkee,Chemical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,123,128
IIT-Palakkad,Computer Science and Engineering,4 Years,B.Tech,AI,Female-Only,ST,0,123,1022
IIT-Bombay,Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN-PWD,1,123,150
IIT-Bombay,Aerospace Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN,0,123,2118
IIT-Guwahati,Computer Science and Engineering,4 Years,B.Tech,AI,Female-Only,GEN-PWD,0,123,123
IIT-Bombay,Electrical Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,ST,0,123,193
IIT-Bombay,Economics,4 Years,BSc,AI,Gender-Neutral,ST,0,124,861
IIT-Delhi,Computer Science and Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,SC,0,124,383
NIT-Warangal,Chemical Engineering,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL-PWD,0,124,124
IIT-Mandi,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,124,124
NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-PWD,0,124,279
IIT-Roorkee,Civil Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,1,125,188
NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,ST,0,125,286
NIT-Allahabad,Mechanical Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-EWS-PWD,0,125,212
NIT-Bhopal,Electronics and Communication Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC-PWD,0,125,172
IIT-Madras,Aerospace Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN-PWD,0,125,166
NIT-Bhopal,Planning,4 Years,B.Plan,OS,Female-Only,OBC-NCL,0,126,1868
NIT-Tiruchirappalli,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS,0,126,165
IIT-(ISM) Dhanbad,Chemical Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,126,126
IIT-Kharagpur,Industrial and Systems Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,127,127
NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,ST,0,128,400
IIT-Indore,Civil Engineering,4 Years,B.Tech,AI,Female-Only,ST,1,128,128
IIT-Dharwad,Mechanical Engineering,4 Years,B.Tech,AI,Female-Only,ST,1,128,836
NIT-Calicut,Architecture,5 Years,B.Arch,OS,Female-Only,GEN-EWS,0,128,439
IIT-Bombay,BS in Mathematics,4 Years,BSc,AI,Gender-Neutral,GEN,0,128,1903
NIT-Patna,Electrical Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-PWD,0,128,1408
NIT-Patna,Electronics and Communication Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC-PWD,0,128,128
IIT-(ISM) Dhanbad,Environmental Engineering,4 Years,B.Tech,AI,Gender-Neutral,ST,0,128,1068
IIT-Delhi,Biochemical Engineering and Biotechnology,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN-PWD,0,129,129
IIT-(ISM) Dhanbad,Mathematics and Computing,5 Years,Int M.Tech,AI,Gender-Neutral,GEN-PWD,0,129,144
NIT-Tiruchirappalli,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-PWD,0,129,129
IIT-(BHU) Varanasi,Engineering Physics,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,ST,1,129,505
NIT-Bhopal,Architecture,5 Years,B.Arch,OS,Gender-Neutral,SC,0,130,495
IIT-Delhi,Mathematics and Computing,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,SC,0,130,252
IIT-Indore,Mechanical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,130,183
IIT-Kanpur,Biological Sciences and Bioengineering,4 Years,B.Tech,AI,Gender-Neutral,ST,0,130,977
IIT-Kharagpur,Electronics and Electrical Communication Engineering,4 Years,B.Tech,AI,Female-Only,SC,0,130,574
NIT-Rourkela,Electrical Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL-PWD,0,131,984
NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL-PWD,0,131,177
IIT-Bombay,Engineering Physics,4 Years,B.Tech,AI,Gender-Neutral,GEN-EWS,0,131,587
IIT-Indore,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,1,131,151
NIT-Warangal,Electronics and Communication Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC,0,131,816
IIT-Madras,Physics,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN-PWD,0,132,132
IIT-Jodhpur,Artificial Intelligence and Data Science,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,132,132
NIT-Karnataka-Surathkal,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL-PWD,0,132,333
IIT-Kharagpur,Chemical Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN-PWD,0,132,151
IIT-Ropar,Metallurgical and Materials Engineering,4 Years,B.Tech,AI,Gender-Neutral,ST,1,133,602
IIT-Goa,Mechanical Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL-PWD,0,133,133
IIT-(BHU) Varanasi,Mechanical Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN-PWD,0,133,179
IIT-Tirupati,Computer Science and Engineering,4 Years,B.Tech,AI,Female-Only,ST,1,133,133
IIT-Kharagpur,Mathematics and Computing,4 Years,BSc,AI,Gender-Neutral,ST,0,133,207
IIT-Hyderabad,Biomedical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,133,133
IIT-Tirupati,Chemical Engineering,4 Years,B.Tech,AI,Gender-Neutral,ST,0,134,890
IIT-Guwahati,Chemical Engineering,4 Years,B.Tech,AI,Gender-Neutral,ST,0,134,808
NIT-Bhopal,Computer Science and Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL-PWD,0,134,342
IIT-(BHU) Varanasi,Pharmaceutical Engineering & Technology,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,134,134
NIT-Jalandhar,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL-PWD,0,134,289
IIT-(BHU) Varanasi,Pharmaceutical Engineering & Technology,4 Years,B.Tech,AI,Gender-Neutral,ST,1,135,855
NIT-Warangal,Bio Technology,4 Years,B.Tech,OS,Gender-Neutral,GEN-PWD,0,135,135
IIT-Kharagpur,Industrial and Systems Engineering,4 Years,B.Tech,AI,Female-Only,ST,0,135,978
IIT-Kharagpur,Mathematics and Computing,5 Years,Int MSc.,AI,Gender-Neutral,ST,0,136,823
NIT-Allahabad,Civil Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-PWD,0,136,783
IIT-Kharagpur,Mathematics and Computing,4 Years,BSc,AI,Female-Only,GEN-PWD,1,136,136
IIT-Kharagpur,Ocean Engineering and Naval Architecture,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,ST,0,136,1045
IIT-Kharagpur,Aerospace Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN-PWD,0,136,136
NIT-Karnataka-Surathkal,Civil Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS-PWD,0,136,136
IIT-Bhubaneswar,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-EWS,0,136,292
IIT-Bombay,Aerospace Engineering,4 Years,B.Tech,AI,Female-Only,SC,0,136,1141
NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-PWD,0,137,429
IIT-Guwahati,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL,0,137,385
IIT-Madras,Engineering Physics,4 Years,B.Tech,AI,Gender-Neutral,GEN-PWD,0,137,137
IIT-Bombay,Economics,4 Years,BSc,AI,Gender-Neutral,SC,0,137,1036
IIT-Guwahati,Engineering Physics,4 Years,B.Tech,AI,Gender-Neutral,ST,0,137,1038
IIT-Ropar,Mechanical Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN-PWD,0,137,137
NIT-Bhopal,Planning,4 Years,B.Plan,HS,Female-Only,SC,0,138,6878
NIT-Jaipur,Architecture,5 Years,B.Arch,OS,Female-Only,GEN-EWS,0,138,541
IIT-Ropar,Computer Science and Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN-EWS,0,138,322
IIT-Kharagpur,Chemistry,4 Years,BSc,AI,Female-Only,SC,1,138,658
IIT-Kharagpur,Chemical Engineering,4 Years,B.Tech,AI,Gender-Neutral,ST,0,138,635
IIT-Bombay,Metallurgical Engineering & Materials Science,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN-PWD,1,138,178
IIT-Kharagpur,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN,0,138,1622
IIT-Kharagpur,Mathematics and Computing,4 Years,BSc,AI,Gender-Neutral,GEN-EWS,0,138,242
